Bentley Splice Report
Device Type: Splice  Model: Needs Verify Full  Name: 300N&MAIN   ID: 654887253
Report Date: Thu May 21 11:57:07 2026

Location: 39.159808 -111.818362
Street:    City/St:    Pole #: 
Desc:    Splice#: 300N&MAIN


Terminating,,,Number/,Name/,,,,Number/,Name/,Terminating
Device,From,,Buffer,Color,,To,,Buffer,Color,Device,OS
Left ---

HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 103,YL,RD,<->,144-SMF NB US-89 DIST, 103,YL,RD,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 104,YL,BK,<->,144-SMF NB US-89 DIST, 104,YL,BK,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 105,YL,YL,<->,144-SMF NB US-89 DIST, 105,YL,YL,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 106,YL,VI,<->,144-SMF NB US-89 DIST, 106,YL,VI,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 107,YL,RO,<->,144-SMF NB US-89 DIST, 107,YL,RO,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 108,YL,AQ,<->,144-SMF NB US-89 DIST, 108,YL,AQ,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 109,VI,BL,<->,144-SMF NB US-89 DIST, 109,VI,BL,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 110,VI,OR,<->,144-SMF NB US-89 DIST, 110,VI,OR,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 111,VI,GR,<->,144-SMF NB US-89 DIST, 111,VI,GR,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 112,VI,BR,<->,144-SMF NB US-89 DIST, 112,VI,BR,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 113,VI,SL,<->,144-SMF NB US-89 DIST, 113,VI,SL,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 114,VI,WH,<->,144-SMF NB US-89 DIST, 114,VI,WH,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 115,VI,RD,<->,144-SMF NB US-89 DIST, 115,VI,RD,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 116,VI,BK,<->,144-SMF NB US-89 DIST, 116,VI,BK,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 117,VI,YL,<->,144-SMF NB US-89 DIST, 117,VI,YL,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 118,VI,VI,<->,144-SMF NB US-89 DIST, 118,VI,VI,SP-4254.1,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 119,VI,RO,<->,144-SMF NB US-89 DIST, 119,VI,RO,SP-4254.1,[ATMS BB] 4-16 - 4-26
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 120,VI,AQ,<->,144-SMF NB US-89 DIST, 120,VI,AQ,SP-4254.1,[ATMS BB] 4-16 - 4-26
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 121,RO,BL,<->,144-SMF NB US-89 DIST, 121,RO,BL,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 122,RO,OR,<->,144-SMF NB US-89 DIST, 122,RO,OR,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 123,RO,GR,<->,144-SMF NB US-89 DIST, 123,RO,GR,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 124,RO,BR,<->,144-SMF NB US-89 DIST, 124,RO,BR,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 125,RO,SL,<->,144-SMF NB US-89 DIST, 125,RO,SL,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 126,RO,WH,<->,144-SMF NB US-89 DIST, 126,RO,WH,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 127,RO,RD,<->,144-SMF NB US-89 DIST, 127,RO,RD,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 128,RO,BK,<->,144-SMF NB US-89 DIST, 128,RO,BK,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 129,RO,YL,<->,144-SMF NB US-89 DIST, 129,RO,YL,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 130,RO,VI,<->,144-SMF NB US-89 DIST, 130,RO,VI,HUB4-21(IVIE_CREEK_REST_STOP),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 131,RO,RO,<->,144-SMF NB US-89 DIST, 131,RO,RO,HUB4-21(IVIE_CREEK_REST_STOP),[ATMS BB] 4-21 - 4-26
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 132,RO,AQ,<->,144-SMF NB US-89 DIST, 132,RO,AQ,HUB4-21(IVIE_CREEK_REST_STOP),[ATMS BB] 4-21 - 4-26
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 145,BL-BK,BL,<->,144-SMF SR-28 DIST,   1,BL,BL,LEVAN_SHED,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 146,BL-BK,OR,<->,144-SMF SR-28 DIST,   2,BL,OR,LEVAN_SHED,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 147,BL-BK,GR,<->,144-SMF SR-28 DIST,   3,BL,GR,LEVAN_SHED,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 148,BL-BK,BR,<->,144-SMF SR-28 DIST,   4,BL,BR,LEVAN_SHED,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 149,BL-BK,SL,<->,144-SMF SR-28 DIST,   5,BL,SL,LEVAN_SHED,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 150,BL-BK,WH,<->,144-SMF SR-28 DIST,   6,BL,WH,LEVAN_SHED,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 151,BL-BK,RD,<->,144-SMF SR-28 DIST,   7,BL,RD,HUB3-14(NEPHI_SHED),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 152,BL-BK,BK,<->,144-SMF SR-28 DIST,   8,BL,BK,HUB3-14(NEPHI_SHED),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 153,BL-BK,YL,<->,144-SMF SR-28 DIST,   9,BL,YL,HUB3-14(NEPHI_SHED),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 154,BL-BK,VI,<->,144-SMF SR-28 DIST,  10,BL,VI,HUB3-14(NEPHI_SHED),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 155,BL-BK,RO,<->,144-SMF SR-28 DIST,  11,BL,RO,HUB3-14(NEPHI_SHED),CH 3405
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 156,BL-BK,AQ,<->,144-SMF SR-28 DIST,  12,BL,AQ,HUB3-14(NEPHI_SHED),CH 3405
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 157,OR-BK,BL,<->,144-SMF SR-28 DIST,  13,OR,BL,SR-28(MAINST)&500N-NEPHI,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 158,OR-BK,OR,<->,144-SMF SR-28 DIST,  14,OR,OR,SR-28(MAINST)&500N-NEPHI,
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 159,OR-BK,GR,<->,144-SMF SR-28 DIST,  15,OR,GR,HUB3-14(NEPHI_SHED),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 160,OR-BK,BR,<->,144-SMF SR-28 DIST,  16,OR,BR,HUB3-14(NEPHI_SHED),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 161,OR-BK,SL,<->,144-SMF SR-28 DIST,  17,OR,SL,HUB3-14(NEPHI_SHED),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 162,OR-BK,WH,<->,144-SMF SR-28 DIST,  18,OR,WH,HUB3-14(NEPHI_SHED),
HUB_4-26_(GUNNISON_SHED),288-SMF WB US-89 DIST, 163,OR-BK,RD,<->,144-SMF SR-28 DIST,  19,OR,RD,HUB3-14(NEPHI_SHED),
